Country_Name,Hotel_Bookings,Country,Arrival_2022,Arrival_2023,Arrival_2024,Hotel_Booking_Rank,Tourism_Arrival_Rank_2024,Rank_Difference
South Africa,78,South Africa,5.7,8.5,8.9,1,1,0
